State,County,Category Code,Site ID,Proposed Date,HRS_Score,Site_Contaminants,Year,County_Population,Total_Cancer_Count_M/F,Total_Cancer_Count_Female,Total_Cancer_Count_Male,Total_Cancer_Count_Hisp_M/F,Total_Cancer_Count_Hisp_F,Total_Cancer_Count_Hisp_M,Combined_Cancer_Rate
OR,MULTNOMAH,OT,1002155,2000-07-27,50.0,"1,1-DICHLOROETHENE,1,2,3,4,7,8-HEXACHLORODIBENZOFURAN (HxCDF),1,2,3,7,8-PENTACHLORODIBENZO[b,e][1,4]DIOXIN (PeCDD),1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,2-DIHYDROACENAPHTHYLENE,2,3,4,7,8-PENTACHLORODIBENZOFURAN (PeCDF),2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),2,3,7,8-TETRACHLORODIBENZOFURAN,2,4,5-TRICHLOROPHENOL,2,4-DICHLOROPHENOXYACETIC ACID,2-METHYLNAPHTHALENE,9H-FLUORENE,ACENAPHTHYLENE,ALDRIN,ANTHRACENE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BENZO[A]PYRENE EQUIVALENTS (BaPEq),BIS(2-ETHYLHEXYL)PHTHALATE,C9-C12 Aliphatic Hydrocarbons,CADMIUM,CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH),CHLORDANE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,DIELDRIN,ETHYLBENZENE,FLUORANTHENE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,LEAD,MANGANESE,MECOPROP,MERCURY,NAPHTHALENE,P,P'-DDD,P,P'-DDE,P,P'-DDT,PENTACHLOROPHENOL,PERCHLORATE,PHENANTHRENE,POLYBROMINATED BIPHENYLS (FIREMASTER FF 1),POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),PYRENE,TETRACHLOROETHENE,TOLUENE,TOTAL PETROLEUM HYDROCARBON -DIESEL,TRIBUTYLSTANNANYLIUM,TRICHLOROETHENE,VANADIUM,XYLENE (MIXED ISOMERS),ZINC",2000,4024432.0,19361.0,9821.0,9540.0,,,,450.5
OR,YAMHILL,MP,1000361,2000-12-01,71.77999878,"2,4,6-TRICHLOROPHENOL,2-METHYLNAPHTHALENE,4-METHYLPHENOL (P-CRESOL),ANTIMONY,AROCLOR 1254,ARSENIC,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CHROMIUM,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DIELDRIN,MANGANESE,NAPHTHALENE,PENTACHLOROPHENOL,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)",2000,524220.0,2864.0,1438.0,1426.0,,,,440.1
PA,BUCKS,WM,301517,2001-06-14,70.70999908,"ARSENIC,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,COPPER,IRON,LEAD,MANGANESE,MERCURY,Per- and Polyfluoroalkyl Substances (PFAS),SELENIUM,TETRACHLOROETHENE,TRICHLOROETHENE,ZINC",2001,3138338.0,21054.0,10185.0,10869.0,,,,479.1
PA,CHESTER,WM,302420,1999-07-22,50.0,"1,1,1-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,4-DIOXANE,BENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,MANGANESE,PERFLUOROOCTANE SULFONIC ACID,PERFLUOROOCTANOIC ACID (PFOA),POLYCHLORINATED BIPHENYLS (PCBs),TETRACHLOROETHENE,TRICHLOROETHENE",1999,2585579.0,14666.0,7494.0,7172.0,350.0,203.0,147.0,468.9
PA,DELAWARE,WM; WM; WM; WM,305521,2000-05-11,50.0,"AROCLOR 1254,AROCLOR 1260,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,COPPER,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,LEAD,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),ZINC",2000,2823321.0,16982.0,8731.0,8251.0,,,,487.7
PA,LUZERNE,MP,303307,2001-06-14,43.15999985,"1,1,1-TRICHLOROETHANE,1,1-DICHLOROETHENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,INORGANICS,PERFLUOROOCTANE SULFONIC ACID,PERFLUOROOCTANOIC ACID (PFOA),TRICHLOROETHENE,VOC",2001,1587736.0,11361.0,5527.0,5834.0,,,,511.1
PA,MERCER,MP,300530,1998-03-06,50.0,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),ACETONE,ALUMINUM,ANTIMONY,AROCLOR 1260,ARSENIC,BARIUM,BENZO[A]PYRENE,BERYLLIUM,CADMIUM,CHLORINATED DIOXINS AND FURANS,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CHRYSENE,COBALT,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,ENDRIN,ENDRIN ALDEHYDE,HEPTACHLOR EPOXIDE,IRON,LEAD,MANGANESE,MERCURY,METALS,NICKEL,P,P'-DDT,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SELENIUM,SILVER,THALLIUM,TITANIUM,VANADIUM,VANADIUM, METAL AND/OR ALLOY,ZINC",1998,567601.0,4096.0,1938.0,2158.0,,,,500.5
PA,MONTGOMERY,WM,301486,1997-04-01,50.0,"ALUMINUM,ANTIMONY,ARSENIC,BARIUM,BORON,BORON TRIBROMIDE,CADMIUM,CHROMIUM,COPPER,CYANIDE,IRON,LEAD,LITHIUM,MANGANESE,MERCURY,NICKEL,VANADIUM,ZINC",1997,4076222.0,24818.0,12729.0,12089.0,258.0,133.0,125.0,483.1
PA,PHILADELPHIA,RE,305549,2001-09-13,50.20000076,"ALUMINUM,BERYLLIUM,CHROMIUM,COBALT,COPPER,IRON,LEAD,MANGANESE",2001,7907651.0,39696.0,20527.0,19169.0,,,,462.1
PR,MANATI,MP,202979,2002-09-05,50.0,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),ALDRIN,DIELDRIN,HEPTACHLOR EPOXIDE,TOXAPHENE",2002,,,,,,,,
PR,VEGA BAJA,WM,202533,1999-04-23,50.36999893,"ALUMINUM,ANTIMONY,ARSENIC,CHLOROFORM,CHROMIUM,COPPER,LEAD,MANGANESE,MERCURY,P,P'-DDE,THALLIUM,VANADIUM,ZINC",1999,,,,,,,,
PR,VEGA BAJA,WM,202869,1996-06-17,50.0,"ALUMINUM,ANTIMONY,ARSENIC,BARIUM,CADMIUM,IRON,LEAD,MANGANESE,NICKEL,ZINC",1996,,,,,,,,
RI,PROVIDENCE,MP; MP; MP; MT; OT; RE,101388,1999-10-22,70.70999908,"1,1'-BIPHENYL,1,1,1-TRICHLOROETHANE,1,1,2-TRICHLOROETHANE,1,2,3-TRICHLOROBENZENE,1,2,4-TRICHLOROBENZENE,1,2-DIBROMO-3-CHLOROPROPANE,1,2-DIBROMOETHANE,1,2-DICHLOROBENZENE,1,2-DICHLOROETHANE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),4-CHLOROANILINE,ALDRIN,ANTIMONY,AROCLOR 1254,ARSENIC,Aroclor 1268,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLORDANE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COPPER,DIBENZO(A,H)ANTHRACENE,DIELDRIN,DIOXINS (CHLORINATED DIBENZODIOXINS),ETHYLBENZENE,FLUORANTHENE,HEPTACHLOR,INDENO(1,2,3-CD)PYRENE,LEAD,MANGANESE,N,N-DIPROPYLNITROUS AMIDE,NAPHTHALENE,P,P'-DDE,P,P'-DDT,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,STYRENE,TETRACHLOROETHENE,THALLIUM,TOLUENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS)",1999,3172420.0,16859.0,8794.0,8065.0,1739.0,975.0,764.0,459.4
SC,BARNWELL,MP,405643,1996-06-17,68.26000214,"1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),ARSENIC,BIS(2-ETHYLHEXYL)PHTHALATE,CHLOROETHENE (VINYL CHLORIDE),COPPER,ETHYLBENZENE,LEAD,TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS),ZINC",1996,110516.0,535.0,265.0,270.0,,,,407.1
SC,CHARLESTON,MP,406784,1999-10-22,50.0,"ANTIMONY,ARSENIC,CHROMIUM,CHROMIUM(VI),IRON,MANGANESE,NICKEL,ZINC",1999,1974213.0,10455.0,5071.0,5384.0,162.0,89.0,73.0,445.4
SD,LAWRENCE,MI,801668,2000-05-11,50.0,"ARSENIC,CADMIUM,COPPER,LEAD,SELENIUM,THALLIUM,ZINC",2000,127671.0,694.0,365.0,329.0,,,,381.2
TN,FAYETTE,RE,403822,1996-12-23,37.65000153,"ALUMINUM,ANTIMONY,ARSENIC,BARIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,MERCURY,NICKEL,SELENIUM,THALLIUM,VANADIUM,ZINC",1996,194333.0,1189.0,524.0,665.0,,,,444.6
TX,BELL,MP,605009,1998-03-06,48.0,"ANTIMONY,ARSENIC,CADMIUM,LEAD,MERCURY,THALLIUM",1998,1682599.0,7014.0,3466.0,3548.0,923.0,500.0,423.0,486.3
TX,BRAZORIA,OT,602027,2002-09-05,50.0,"1,1,1-TRICHLOROETHANE,1,1,2-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2,3-TRICHLOROPROPANE,1,2-DICHLOROETHANE,1,2-DICHLOROPROPANE,1-PHENYLETHANONE,4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),ALDRIN,ALPHA-CHLORDANE,ALPHA-HEXACHLOROCYCLOHEXANE,AROCLOR 1254,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BETA-HEXACHLOROCYCLOHEXANE,BIS(2-ETHYLHEXYL)PHTHALATE,CARBON DISULFIDE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COBALT,COPPER,DELTA-HEXACHLOROCYCLOHEXANE,DICHLOROMETHANE (METHYLENE CHLORIDE),DIELDRIN,ENDOSULFAN II,ENDRIN,ENDRIN ALDEHYDE,ETHYLBENZENE,FLUORANTHENE,GAMMA-CHLORDANE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,LEAD,MANGANESE,NAPHTHALENE,NICKEL,P,P'-DDT,PHENANTHRENE,PHENOL,PYRENE,TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,VANADIUM, METAL AND/OR ALLOY,XYLENE (MIXED ISOMERS),ZINC",2002,1841059.0,8233.0,3844.0,4389.0,1356.0,699.0,657.0,444.6
TX,ECTOR,OT,605023,1997-04-01,43.20999908,"1,1-DICHLOROETHENE,CHROMIUM",1997,766087.0,2686.0,1368.0,1318.0,1004.0,539.0,465.0,409.3
TX,GALVESTON,MP,602105,1996-06-17,50.0,"1,2-DICHLOROETHANE,ALUMINUM,ANTIMONY,ARSENIC,BARIUM,BENZENE,BERYLLIUM,CADMIUM,CHLOROFORM,CHROMIUM,COBALT,COPPER,IRON,LEAD,MANGANESE,MERCURY,MOLYBDENUM,NICKEL,RADIUM-226,RADIUM-228,SELENIUM,SILVER,THORIUM-228,THORIUM-230,THORIUM-232,TIN,URANIUM-234,URANIUM-235,URANIUM-238,ZINC",1996,1538592.0,6814.0,3157.0,3657.0,746.0,355.0,391.0,409.7
TX,GALVESTON,WM,602922,2000-08-24,50.0,"1,1,2,2-TETRACHLOROETHANE,1,1,2-TRICHLOROETHANE,1,2-DIBROMOETHANE,1,2-DICHLOROETHANE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),2-METHYLNAPHTHALENE,ALDRIN,ALUMINUM,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-CHLOROETHYL)ETHER,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CIS-1,2-DICHLOROETHENE,COPPER,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),HEXACHLORO-1,3-BUTADIENE,HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,MERCURY,METALS,NAPHTHALENE,NICKEL,PENTACHLOROPHENOL,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SELENIUM,SILVER,TETRACHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,UNKNOWN LIQ WASTE,XYLENE (MIXED ISOMERS),ZINC",2000,1663983.0,8107.0,3768.0,4339.0,,,,429.4
TX,GREGG,MP,601644,1999-07-22,49.09999847,"1,2-DICHLOROETHANE,1,2-DIHYDROACENAPHTHYLENE,1,4-DICHLOROBENZENE,1-PHENYLETHANONE,2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ANTHRACENE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHLOROETHENE (VINYL CHLORIDE),CHRYSENE,CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,IRON,NAPHTHALENE,PENTACHLOROPHENOL,PHENANTHRENE,PYRENE,THALLIUM,TRICHLOROETHENE",1999,616416.0,3496.0,1777.0,1719.0,184.0,102.0,82.0,502.4
TX,HARRIS,MP; MT; RE,605008,1998-09-29,32.06999969,"ARSENIC,BENZO[A]PYRENE,LEAD,MANGANESE,MOLYBDENUM,TOTAL PETROLEUM HYDROCARBONS (TPH)",1998,22669154.0,78673.0,39319.0,39354.0,17873.0,9612.0,8261.0,395.1
TX,HARRIS,OT,605460,2003-04-30,46.5,"CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",2003,,,,,,,,
TX,HOCKLEY,OT,605177,1999-07-22,42.40999985,"1,2-DICHLOROETHANE,ARSENIC,BENZENE,COPPER,MANGANESE,VANADIUM,ZINC",1999,115764.0,504.0,229.0,275.0,153.0,63.0,90.0,400.9
TX,JASPER,MP,601735,1998-03-06,50.0,"1,2-DIHYDROACENAPHTHYLENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,9H-CARBAZOLE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHRYSENE,CREOSOTE,CRESOL (MIXED ISOMERS),DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DIOXINS (CHLORINATED DIBENZODIOXINS),INDENO(1,2,3-CD)PYRENE,IRON,NAPHTHALENE,PENTACHLOROPHENOL,PHENANTHRENE,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),THALLIUM,VANADIUM, METAL AND/OR ALLOY,XYLENE (MIXED ISOMERS)",1998,177262.0,1129.0,512.0,617.0,21.0,,,481.9
TX,JASPER,MP,601975,1999-04-23,48.0,"1,2-DIHYDROACENAPHTHYLENE,2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,2-METHYLPHENOL (O-CRESOL),3-METHYLPHENOL (M-CRESOL),4-METHYLPHENOL (P-CRESOL),9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ANTHRACENE,AROCLOR 1242,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHRYSENE,CREOSOTE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,NAPHTHALENE,PHENANTHRENE,PYRENE",1999,177425.0,1175.0,531.0,644.0,20.0,,,498.1
TX,JEFFERSON,OT,602444,1998-03-06,,"ANTIMONY,AROCLOR 1242,ARSENIC,BARIUM,BENZO[A]PYRENE,BERYLLIUM,CADMIUM,COPPER,LEAD,MERCURY,PENTACHLOROPHENOL,SELENIUM,SILVER,THALLIUM,ZINC",1998,1274160.0,5668.0,2645.0,3023.0,395.0,173.0,222.0,399.1
TX,JEFFERSON,OT,605043,1999-07-22,50.0,"ANTIMONY,ARSENIC,CADMIUM,CARBON DISULFIDE,CHROMIUM,CHROMIUM(VI),COPPER,DIBENZOFURAN,DIELDRIN,ENDOSULFAN II,ETHYLBENZENE,LEAD,MERCURY,P,P'-DDE,P,P'-DDT,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SELENIUM,SILVER,VANADIUM,ZINC",1999,1273032.0,5882.0,2704.0,3178.0,428.0,183.0,245.0,410.4
TX,JEFFERSON,OT,605212,2000-05-11,,"ALDRIN,AROCLOR 1254,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,DIELDRIN,HEPTACHLOR EPOXIDE,LEAD,NAPHTHALENE,PENTACHLOROPHENOL",2000,1270670.0,6050.0,2764.0,3286.0,,,,420.5
TX,MONTGOMERY,MP,601732,2003-04-30,48.0,"NAPHTHALENE,PENTACHLOROPHENOL",2003,,,,,,,,
TX,NUECES,WM,605264,2001-09-13,50.0,"3-METHYLPHENOL (M-CRESOL),4-METHYLPHENOL (P-CRESOL),ARSENIC,BENZENE,C5-C8 Aliphatic Hydrocarbons,ETHYLBENZENE,LEAD,MERCURY,SELENIUM,ZINC",2001,1810753.0,7705.0,3698.0,4007.0,,,,380.9
TX,OCHILTREE,OT,605015,1998-09-29,50.0,"ATRAZINE,CARBON TETRACHLORIDE,CHLOROFORM,LEAD,NITRATE,NITRATE/NITRITE",1998,52505.0,169.0,87.0,82.0,41.0,20.0,21.0,353.8
TX,SAN PATRICIO,MP,602349,2002-09-05,50.0,"ASBESTOS,NON-HAZARDOUS WASTE,TOTAL DISSOLVED SOLIDS (TDS)",2002,343388.0,1701.0,802.0,899.0,703.0,352.0,351.0,444.1
UT,DAVIS,OT,801528,2000-12-01,50.0,"1,1-DICHLOROETHENE,1,2,4-TRIMETHYLBENZENE,1,2-DIMETHYLBENZENE (O-XYLENE),1,3,5-TRIMETHYLBENZENE,1,3-DIMETHYLBENZENE (M-XYLENE),1,4-DIMETHYLBENZENE (P-XYLENE),2-METHOXY-2-METHYLPROPANE (MTBE),BENZENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,ETHYLBENZENE,NAPHTHALENE,TETRACHLOROETHENE,TOLUENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",2000,1729385.0,6172.0,2936.0,3236.0,,,,421.5
UT,DAVIS,RE,801545,1999-10-22,50.0,"1,1,2-TRICHLOROETHANE,1,2,4-TRICHLOROBENZENE,1,2-DICHLOROETHANE,BIS(2-ETHYLHEXYL)PHTHALATE,BROMOFORM,CHLOROFORM,CIS-1,2-DICHLOROETHENE,DIBROMOCHLOROMETHANE,HEXACHLORO-1,3-BUTADIENE,NAPHTHALENE,TRICHLOROETHENE",1999,1702070.0,5888.0,2854.0,3034.0,282.0,144.0,138.0,413.5
UT,JUAB,MP; MI,801644,2001-06-14,50.0,"ARSENIC,LEAD",2001,58116.0,224.0,100.0,124.0,,,,425.2
UT,SALT LAKE,MP,801257,2000-12-01,0.0,"ARSENIC,LEAD",2000,5668248.0,20842.0,10485.0,10357.0,,,,407.1
UT,TOOELE,MP,800650,1999-04-23,,"ARSENIC,LEAD",1999,326168.0,1169.0,534.0,635.0,73.0,34.0,39.0,444.4
UT,TOOELE,MP,801674,1999-07-22,50.0,"ARSENIC,LEAD",1999,326168.0,1169.0,534.0,635.0,73.0,34.0,39.0,444.4
VA,ALLEGHANY,WM,302612,1999-04-23,50.0,"ALUMINUM,ARSENIC,BARIUM,CHLOROETHENE (VINYL CHLORIDE),IRON,LEAD,MANGANESE,THALLIUM",1999,,,,,,,,
VA,CHESAPEAKE CITY,MP,302852,2000-02-04,50.0,"1,1,2-TRICHLOROETHANE,1,1-DICHLOROETHENE,1,2-DIHYDROACENAPHTHYLENE,2-METHYLNAPHTHALENE,9H-FLUORENE,ACENAPHTHYLENE,ALPHA-CHLORDANE,ALUMINUM,ANTHRACENE,ANTIMONY,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),DIELDRIN,DIETHYL PHTHALATE,FLUORANTHENE,GAMMA-CHLORDANE,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,NAPHTHALENE,NICKEL,P,P'-DDD,P,P'-DDE,P,P'-DDT,PHENANTHRENE,PYRENE,TETRACHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,VANADIUM,ZINC",2000,,,,,,,,
VA,NORFOLK CITY,OT,302858,1996-06-17,50.0,"1,1,1-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,2-DIHYDROACENAPHTHYLENE,1,4-DICHLOROBENZENE,2-METHYLNAPHTHALENE,4-METHYLPHENOL (P-CRESOL),9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ACETONE,ALPHA-CHLORDANE,ALUMINUM,ANTHRACENE,ANTIMONY,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CARBON TETRACHLORIDE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DIELDRIN,DIOXINS (CHLORINATED DIBENZODIOXINS),ETHYLBENZENE,FLUORANTHENE,GAMMA-CHLORDANE,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,INORGANICS,IRON,LEAD,MANGANESE,MERCURY,N,N-DIPROPYLNITROUS AMIDE,NAPHTHALENE,NICKEL,P,P'-DDD,P,P'-DDE,P,P'-DDT,PENTACHLOROPHENOL,PESTICIDES,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,SILVER,TETRACHLOROETHENE,THALLIUM,TOLUENE,TRICHLOROETHENE,VANADIUM,XYLENE (MIXED ISOMERS),ZINC",1996,1227087.0,5073.0,2578.0,2495.0,,,,476.2
VA,PORTSMOUTH CITY,MP,302841,1998-03-06,50.0,"1,1,2,2-TETRACHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),2-METHYLNAPHTHALENE,ALDRIN,ALUMINUM,ANTIMONY,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BETA-HEXACHLOROCYCLOHEXANE,BIS(2-ETHYLHEXYL)PHTHALATE,BUTYL BENZYL PHTHALATE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,COBALT,COPPER,DIBENZO(A,H)ANTHRACENE,DIELDRIN,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,METALS,NAPHTHALENE,NICKEL,PESTICIDES,POLYCHLORINATED BIPHENYLS (PCBs),SELENIUM,SEMI-VOLATILE ORGANIC COMPOUNDS (SVOC),SILVER,TETRACHLOROETHENE,THALLIUM,TRICHLOROETHENE,VANADIUM,VOC,ZINC",1998,477992.0,2537.0,1250.0,1287.0,,,,474.3
VA,SUFFOLK CITY,MP,302639,1999-01-19,70.70999908,"1,2-DIHYDROACENAPHTHYLENE,2,4,6-TRINITROTOLUENE,9H-FLUORENE,ALDRIN,ALUMINUM,ARSENIC,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHLOROMETHANE,CHROMIUM,CHRYSENE,DIELDRIN,DIOXINS AND DIBENZOFURANS,ENDRIN KETONE,EXPLOSIVES,IRON,LEAD,MERCURY,NAPHTHALENE,P,P'-DDD,P,P'-DDE,P,P'-DDT,PENTANE,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,THALLIUM,VANADIUM,ZINC",1999,445238.0,2303.0,1135.0,1168.0,20.0,,,456.0
