State,County,Category Code,Site ID,Proposed Date,HRS_Score,Site_Contaminants,Year,County_Population,Total_Cancer_Count_M/F,Total_Cancer_Count_Female,Total_Cancer_Count_Male,Total_Cancer_Count_Hisp_M/F,Total_Cancer_Count_Hisp_F,Total_Cancer_Count_Hisp_M,Combined_Cancer_Rate
IL,BUREAU,MP; MP; MP,500396,1997-04-01,70.70999908,"ARSENIC,BERYLLIUM,CADMIUM,CHROMIUM,COBALT,COPPER,LEAD,MANGANESE,MERCURY,NICKEL,SELENIUM,SILVER,VANADIUM, METAL AND/OR ALLOY,ZINC",1997,169190.0,1203.0,558.0,645.0,36.0,16.0,20.0,502.3
IL,CLINTON,RE,500350,1996-06-17,70.70999908,"LEAD,METALS",1996,189708.0,1082.0,535.0,547.0,,,,466.9
IL,LA SALLE,MP,507364,2001-06-14,50.0,"ALUMINUM,ANTIMONY,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,ASBESTOS,BARIUM,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHROMIUM(VI),COBALT,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,METALS,SEMI-VOLATILE ORGANIC COMPOUNDS (SVOC),THALLIUM,TRICHLOROETHENE,VANADIUM,VOC,ZINC",2001,544990.0,3732.0,1771.0,1961.0,,,,497.2
IL,ST. CLAIR,WM,500047,2001-09-13,50.0,"(4-CHLORO-2-METHYLPHENOXY)ACETIC ACID,1,2,4-TRICHLOROBENZENE,1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,4-DICHLOROBENZENE,2,4-DICHLOROPHENOL,2-METHYLNAPHTHALENE,4-CHLOROANILINE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]PYRENE,CADMIUM,CHLORINATED DIOXINS AND FURANS,CHLOROBENZENE,CHLOROFORM,CHLOROMETHANE,DIBENZO(A,H)ANTHRACENE,DIELDRIN,LEAD,MANGANESE,NAPHTHALENE,P,P'-DDT,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS)",2001,1305929.0,7452.0,3729.0,3723.0,,,,467.2
IL,ST. CLAIR,WM,500753,2001-09-13,50.0,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),ANTIMONY,BARIUM,BENZENE,CHLOROBENZENE,CHLOROFORM,DIELDRIN,MANGANESE,NAPHTHALENE,P,P'-DDD,P,P'-DDT,PHOSPHORUS,POLYCHLORINATED BIPHENYLS (PCBs)",2001,1305929.0,7452.0,3729.0,3723.0,,,,467.2
IN,LA PORTE,RE,501297,1997-09-25,58.90999985,"1,1,1-TRICHLOROETHANE,1,4-DIOXANE,ALPHA-HEXACHLOROCYCLOHEXANE,ANTIMONY,ARSENIC,BENZENE,BETA-HEXACHLOROCYCLOHEXANE,BIS(2-CHLOROETHYL)ETHER,BIS(2-ETHYLHEXYL)PHTHALATE,CHLORDANE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,DICHLOROMETHANE (METHYLENE CHLORIDE),DIELDRIN,IRON,LEAD,P,P'-DDT,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS (PCBs),TETRAHYDROFURAN,THALLIUM,TOLUENE,TRICHLOROETHENE",1997,555454.0,3327.0,1566.0,1761.0,58.0,30.0,28.0,482.1
KS,MORRIS,MP; MP; MP,703044,2000-07-27,50.0,TRICHLOROETHENE,2000,,,,,,,,
LA,CAMERON,MP,604848,2000-05-11,48.54999924,"ARSENIC,BENZENE,BROMODICHLOROMETHANE,CARBON TETRACHLORIDE,CHLOROFORM,MANGANESE",2000,,,,,,,,
LA,EAST FELICIANA,MP,604527,1999-01-19,,"ARSENIC,ARSENIC ACID,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHROMIUM,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,MANGANESE,NAPHTHALENE",1999,97396.0,681.0,291.0,390.0,,,,517.7
LA,RAPIDES,MP,604348,1999-01-19,,"ANTIMONY,LEAD",1999,,,,,,,,
LA,ST. TAMMANY,MP,600653,1996-06-17,48.00999832,"BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]PYRENE,DIBENZO(A,H)ANTHRACENE,ETHYLBENZENE,HEPTACHLOR EPOXIDE,TOLUENE,XYLENE (MIXED ISOMERS)",1996,,,,,,,,
LA,TANGIPAHOA,RE,600428,1998-07-28,50.0,LEAD,1998,,,,,,,,
LA,UNION,MP,604491,1999-10-22,50.0,"1,1'-BIPHENYL,1,2-DIHYDROACENAPHTHYLENE,2-METHYLNAPHTHALENE,4-METHYLPHENOL (P-CRESOL),9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ANTHRACENE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CHRYSENE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,NAPHTHALENE,PHENANTHRENE,PYRENE,THALLIUM",1999,,,,,,,,
MA,BERKSHIRE,MP,100460,1997-09-25,70.70999908,"1,2-DIPHENYLHYDRAZINE,1-CHLORO-2-ETHENOXYETHANE,BENZIDINE,POLYCHLORINATED BIPHENYLS (PCBs)",1997,642598.0,4119.0,2103.0,2016.0,,,,428.5
MA,BRISTOL,MP,102724,2001-09-13,56.59999847,"1,1-DICHLOROETHANE,1,2-DIHYDROACENAPHTHYLENE,1-PHENYLETHANONE,2,4,5-TRICHLOROPHENOL,2,4,6-TRICHLOROPHENOL,2,6-DINITROTOLUENE,2-METHYL-4,6-DINITROPHENOL (4,6-DINITRO-O-CRESOL),2-METHYLNAPHTHALENE,2-METHYLPHENOL (O-CRESOL),3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE,4-METHYLPHENOL (P-CRESOL),9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ACETONE,ALDRIN,ALUMINUM,ANTHRACENE,ANTIMONY,ARSENIC,ATRAZINE,BARIUM,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CARBON DISULFIDE,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CHRYSENE,COBALT,COPPER,CUMENE,CYCLOHEXANE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DIETHYL PHTHALATE,DIMETHYL PHTHALATE,DIOXINS (CHLORINATED DIBENZODIOXINS),ENDRIN,FLUORANTHENE,GAMMA-CHLORDANE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,METHYL ACETATE,N,N-DIPROPYLNITROUS AMIDE,NAPHTHALENE,NICKEL,P,P'-DDD,P,P'-DDE,PENTACHLOROPHENOL,PHENANTHRENE,PYRENE,SELENIUM,SILVER,STYRENE,THALLIUM,TRICHLOROETHENE,VANADIUM, METAL AND/OR ALLOY,XYLENE (MIXED ISOMERS),ZINC",2001,2816503.0,17164.0,8344.0,8820.0,,,,473.1
MA,MIDDLESEX,MP; MP; MP,100550,2000-07-27,58.31000137,"1,1,2,2-TETRACHLOROETHANE,1,1-DICHLOROETHANE,1,4-DIOXANE,ARSENIC,ASBESTOS,BARIUM,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,COBALT,COPPER,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,MOLYBDENUM,NITRATE,NITRITE,POLYCHLORINATED BIPHENYLS (PCBs),THORIUM-232,TRICHLOROETHENE,URANIUM,URANIUM-234,URANIUM-235,URANIUM-238",2000,8006222.0,40794.0,21324.0,19470.0,,,,434.0
MA,MIDDLESEX,WM,100686,2000-07-27,57.11999893,"1,1,2-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,2,4-TRIMETHYLBENZENE,1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,2-DICHLOROPROPANE,1,2-DIMETHYLBENZENE (O-XYLENE),1,3,5-TRIMETHYLBENZENE,1,4-DICHLOROBENZENE,1,4-DIOXANE,1-NITROSOPYRROLIDINE,2-BUTANONE (METHYL ETHYL KETONE),2-METHYLANILINE,2-METHYLPHENOL (O-CRESOL),2-PROPENENITRILE (ACRYLONITRILE),4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),4-METHYLPHENOL (P-CRESOL),ACETONE,ALPHA-HEXACHLOROCYCLOHEXANE,ALUMINUM,ANTIMONY,AROCLOR 1254,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZOIC ACID,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CARBON DISULFIDE,CARBON TETRACHLORIDE,CHLOROETHANE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CIS-1,2-DICHLOROETHENE,COPPER,DI-N-OCTYL PHTHALATE,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),ETHYLBENZENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,N,N-DIBUTYLNITROUS AMIDE,NAPHTHALENE,NICKEL,P,P'-DDT,PHENOL,PROPYLBENZENE,PYRIDINE,SELENIUM,SILVER,TETRACHLOROETHENE,TETRAHYDROFURAN,THALLIUM,TOLUENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS),ZINC",2000,8006222.0,40794.0,21324.0,19470.0,,,,434.0
MD,ANNE ARUNDEL,MP,304341,2001-09-13,50.0,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2-METHYLNAPHTHALENE,ALPHA-CHLORDANE,ANTIMONY,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHLOROFORM,CHROMIUM,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,DIELDRIN,ENDRIN,FLUORANTHENE,GAMMA-CHLORDANE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NICKEL,P,P'-DDD,P,P'-DDE,P,P'-DDT,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,SELENIUM,SILVER,VANADIUM,ZINC",2001,2877106.0,15637.0,7814.0,7823.0,,,,462.8
MD,ANNE ARUNDEL,WM,300435,1997-04-01,51.43999863,"1,1-DICHLOROETHENE,1,2-DIHYDROACENAPHTHYLENE,1-METHYLNAPHTHALENE,1-PHENYLETHANONE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,4,6-TRINITROTOLUENE,2-AMINO-4,6-DINITROTOLUENE,4-AMINO-2,6-DINITROTOLUENE,9H-FLUORENE,ACENAPHTHYLENE,ALPHA-CHLORDANE,ALUMINUM,ANTHRACENE,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLORDANE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COBALT,COPPER,DIBENZO(A,H)ANTHRACENE,FLUORANTHENE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR,HEPTACHLOR EPOXIDE,HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE (RDX),INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,METALS,METHANE,NAPHTHALENE,NITRATE,PHENANTHRENE,PYRENE,SELENIUM,TETRACHLOROETHENE,THALLIUM,TRICHLOROETHENE,UNEXPLODED ORDNANCE (UXO),VANADIUM,ZINC",1997,2800401.0,14483.0,7314.0,7169.0,295.0,155.0,140.0,465.5
MD,BALTIMORE,WM; WM,300338,2003-04-30,50.0,"ANTIMONY,ARSENIC,BARIUM,BENZENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,ENDRIN,LEAD,NITRITE,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),POLYCYCLIC AROMATIC HYDROCARBONS, HIGH MOLECULAR WEIGHT (HPAHS),SELENIUM,THALLIUM,TRICHLOROETHENE",2003,,,,,,,,
MD,PRINCE GEORGE'S,OT,300420,1998-07-28,50.0,"1,2,3-TRIMETHYLBENZENE,1,2,4-TRIMETHYLBENZENE,1,2-DIBROMOETHANE,1,3,5-TRIMETHYLBENZENE,1,3-DIMETHYLBENZENE (M-XYLENE),1,4-DICHLOROBENZENE,1,4-DIMETHYLBENZENE (P-XYLENE),2-METHOXY-2-METHYLPROPANE (MTBE),ALUMINUM,ANTIMONY,AROCLOR 1242,AROCLOR 1254,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-CHLOROETHYL)ETHER,BROMOCHLOROMETHANE,CADMIUM,CARBON TETRACHLORIDE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DICHLOROMETHANE (METHYLENE CHLORIDE),DIELDRIN,DIOXINS AND DIBENZOFURANS,ETHYLBENZENE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NAPHTHALENE,PENTACHLOROPHENOL,SILVER,TETRACHLOROETHENE,THALLIUM,TOLUENE,TOTAL PETROLEUM HYDROCARBONS (TPH),TRICHLOROETHENE,TRIMETHYLBENZENE (MIXED ISOMERS),VANADIUM, METAL AND/OR ALLOY,XYLENE (MIXED ISOMERS)",1998,4511817.0,19190.0,9983.0,9207.0,742.0,405.0,337.0,409.8
MD,PRINCE GEORGE'S,WM,304462,1998-07-28,50.15000153,"1,4-DICHLOROBENZENE,2-METHYLNAPHTHALENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,IRON,MANGANESE,NAPHTHALENE,POLYCHLORINATED BIPHENYLS (PCBs),TETRACHLOROETHENE,TRICHLOROETHENE",1998,4511817.0,19190.0,9983.0,9207.0,742.0,405.0,337.0,409.8
MD,WASHINGTON,MP,303260,1996-06-17,50.0,"1,2,4-TRICHLOROBENZENE,1,2-DICHLOROETHANE,1,4-DICHLOROBENZENE,ALDRIN,ALPHA-CHLORDANE,ALPHA-HEXACHLOROCYCLOHEXANE,ARSENIC,ATRAZINE,BENZO[A]PYRENE,BETA-HEXACHLOROCYCLOHEXANE,CHLORDANE,DDT AND METABOLITES,DELTA-HEXACHLOROCYCLOHEXANE,DIELDRIN,DIPHENAMID,GAMMA-CHLORDANE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR,HEPTACHLOR EPOXIDE,P,P'-DDD,P,P'-DDT,TETRACHLOROETHENE,THALLIUM,TOXAPHENE",1996,746392.0,4222.0,2166.0,2056.0,60.0,37.0,23.0,468.2
ME,HANCOCK,MI,101028,2001-09-13,50.0,"AROCLOR 1242,AROCLOR 1248,ARSENIC,CADMIUM,COPPER,LEAD,MANGANESE,THALLIUM,ZINC",2001,274159.0,2269.0,1047.0,1222.0,,,,507.8
ME,PENOBSCOT,MP,101043,1999-04-23,70.70999908,"1,2,4-TRICHLOROBENZENE,1,2-DICHLOROBENZENE,1,3-DICHLOROBENZENE,1,4-DICHLOROBENZENE,ALUMINUM,ANTIMONY,AROCLOR 1254,ARSENIC,BENZENE,CADMIUM,CHLOROBENZENE,CHROMIUM,COPPER,DIELDRIN,DIOXINS AND DIBENZOFURANS,LEAD,MANGANESE,P,P'-DDD,P,P'-DDE,POLYCHLORINATED BIPHENYLS (PCBs),SELENIUM,THALLIUM,VANADIUM,ZINC",1999,759925.0,5198.0,2551.0,2647.0,42.0,21.0,21.0,520.1
MN,ANOKA,OT,506449,1998-09-29,50.0,TRICHLOROETHENE,1998,,,,,,,,
MO,CLAY,MP,702515,1999-01-19,50.0,"2,4,5-TRICHLOROPHENOL,2,4,6-TRICHLOROPHENOL,2,4-DICHLOROPHENOL,ARSENIC,PENTACHLOROPHENOL",1999,1195639.0,6049.0,3144.0,2905.0,180.0,114.0,66.0,462.6
MO,FRANKLIN,OT,700020,2001-09-13,50.0,TRICHLOROETHENE,2001,518143.0,3371.0,1667.0,1704.0,,,,493.5
MO,FRANKLIN,OT,702089,2000-07-27,50.0,"1,1-DICHLOROETHENE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),ACETONE,ANTIMONY,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CARBON TETRACHLORIDE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CIS-1,2-DICHLOROETHENE,INDENO(1,2,3-CD)PYRENE,MANGANESE,MERCURY,NITRATE,TETRACHLOROETHENE,TOLUENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",2000,515939.0,3278.0,1640.0,1638.0,,,,491.0
MO,MADISON,MI,701102,2003-04-30,58.40999984999999,"ALUMINUM,ARSENIC,CADMIUM,COBALT,COPPER,IRON,LEAD,MANGANESE,NICKEL,VANADIUM,ZINC",2003,,,,,,,,
MO,NEWTON,MI; OT,701651,2003-04-30,50.0,"CADMIUM,LEAD,ZINC",2003,,,,,,,,
MO,NEWTON,MP,702514,1999-01-19,50.0,"1,2-DICHLOROETHANE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,LEAD,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,ZINC",1999,290792.0,1542.0,747.0,795.0,,,,409.0
MO,NEWTON,MP,702918,1999-01-19,50.0,"TRICHLOROETHENE,VOC",1999,290792.0,1542.0,747.0,795.0,,,,409.0
MS,LAMAR,MP,404172,2000-05-11,48.56999969,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),PENTACHLOROPHENOL",2000,310335.0,1490.0,703.0,787.0,,,,450.2
MS,WINSTON,MP; OT,402260,2001-06-14,62.20000076,"1,2-DIHYDROACENAPHTHYLENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,9H-CARBAZOLE,9H-FLUORENE,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BENZO[A]PYRENE EQUIVALENTS (BaPEq),BIS(2-ETHYLHEXYL)PHTHALATE,CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH),CHROMIUM,CHRYSENE,CREOSOTE,DIBENZOFURAN,ETHYLBENZENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,IRON,MANGANESE,NAPHTHALENE,NICKEL,PHENANTHRENE,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),PYRENE,TOLUENE,XYLENE (MIXED ISOMERS)",2001,90581.0,552.0,279.0,273.0,,,,426.6
MT,CASCADE,MI,801208,2000-12-01,50.0,"CADMIUM,COPPER,LEAD,ZINC",2000,408492.0,2243.0,1086.0,1157.0,,,,420.3
MT,CASCADE,MI,801507,2000-12-01,50.0,"ARSENIC,CADMIUM,COPPER,HALOGENATED HYDROCARBONS,HEAVY METALS,LEAD,NITRIC ACID,POLYCHLORINATED BIPHENYLS (PCBs),ZINC",2000,408492.0,2243.0,1086.0,1157.0,,,,420.3
MT,JEFFERSON,MI,801057,1999-07-22,61.150001530000004,"ALUMINUM,ANTIMONY,ARSENIC,CADMIUM,COPPER,IRON,LEAD,MANGANESE,MERCURY,SELENIUM,SILVER,THALLIUM,ZINC",1999,58868.0,428.0,188.0,240.0,,,,488.4
MT,LEWIS AND CLARK,MI,801699,1999-07-22,50.0,"ALUMINUM,ARSENIC,CADMIUM,COPPER,HEAVY METALS,IRON,LEAD,MANGANESE,MERCURY,ZINC",1999,335294.0,2136.0,1019.0,1117.0,29.0,,,485.9
MT,LINCOLN,MI,801744,2002-02-26,,"ASBESTOS,PENTACHLOROPHENOL",2002,98336.0,837.0,351.0,486.0,,,,468.1
MT,YELLOWSTONE,OT,801709,2000-05-11,45.68999863,"CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRICHLOROETHENE",2000,795616.0,5222.0,2587.0,2635.0,,,,533.2
NC,GASTON,OT,405489,1998-07-28,33.5,"1,1,1,2-TETRACHLOROETHANE,1,1,1-TRICHLOROETHANE,1,1-DICHLOROETHENE,2-METHOXY-2-METHYLPROPANE (MTBE),ACETONE,ALUMINUM,BARIUM,BROMODICHLOROMETHANE,CALCIUM,CHLOROFORM,IRON,MAGNESIUM,MANGANESE,POTASSIUM,SODIUM,STRONTIUM,TETRACHLOROETHENE,TRICHLOROETHENE,ZINC",1998,1069307.0,6280.0,3138.0,3142.0,84.0,47.0,37.0,487.2
NC,GASTON,OT,405619,1999-04-23,50.0,"1,1-DICHLOROETHENE,1,4-DICHLOROBENZENE,ALPHA-CHLORDANE,ALUMINUM,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLOROFORM,CHLOROMETHANE,CHROMIUM,CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,GAMMA-CHLORDANE,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,LEAD,MANGANESE,TETRACHLOROETHENE,TRICHLOROETHENE,TRICHLOROFLUOROMETHANE,VANADIUM,ZINC",1999,1082372.0,6420.0,3205.0,3215.0,102.0,57.0,45.0,488.1
NC,HAYWOOD,OT,406989,2001-01-11,70.70999908,"ALDRIN,ALPHA-HEXACHLOROCYCLOHEXANE,ALUMINUM,ARSENIC,BARIUM,CHROMIUM,COPPER,DIELDRIN,ENDRIN,ENDRIN KETONE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),IRON,LEAD,MANGANESE,P,P'-DDD,P,P'-DDE,P,P'-DDT,VANADIUM",2001,309312.0,2559.0,1219.0,1340.0,,,,506.3
NC,MECKLENBURG,OT,406303,2003-04-30,40.43000031,"1,1-DICHLOROETHENE,1,2-DICHLOROETHANE,BENZENE,BROMODICHLOROMETHANE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CIS-1,2-DICHLOROETHENE,IRON,MANGANESE,TETRACHLOROETHENE,TOXAPHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",2003,,,,,,,,
NC,NEW HANOVER,MP,405590,2001-09-13,32.13999939,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),2-BUTANONE (METHYL ETHYL KETONE),3-METHYLPHENOL (M-CRESOL),ALPHA-CHLORDANE,ALUMINUM,ANTIMONY,ARSENIC,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,CHROMIUM,COPPER,DIBENZO(A,H)ANTHRACENE,FLUORANTHENE,HEPTACHLOR,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,METHYLCYCLOHEXANE,NICKEL,PHENANTHRENE,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SILVER,THALLIUM,TOLUENE,ZINC",2001,1157239.0,6852.0,3396.0,3456.0,,,,464.0
NC,WAKE,MP,406082,2002-09-05,50.0,"1,2,4-TRICHLOROBENZENE,1,4-DICHLOROBENZENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),AROCLOR 1260,BENZENE,CHLOROBENZENE,POLYCHLORINATED BIPHENYLS (PCBs)",2002,5563237.0,25630.0,13195.0,12435.0,1044.0,606.0,438.0,457.5
NE,DOUGLAS,MI,703481,2002-02-26,50.0,LEAD,2002,2895026.0,14712.0,7172.0,7540.0,718.0,380.0,338.0,485.5
NH,CHESHIRE,MP; MP; WM,101127,2003-04-30,50.0,"1,2,4-TRIMETHYLBENZENE,1,3,5-TRIMETHYLBENZENE,1,4-DIOXANE,2-BUTANONE (METHYL ETHYL KETONE),ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,BUTYLBENZENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,FLAMMABLES,MANGANESE,NAPHTHALENE,PENTACHLOROPHENOL,PROPYLBENZENE,TETRACHLOROETHENE,TETRAHYDROFURAN,TOLUENE,TRICHLOROETHENE,VOC,p-CYMENE",2003,,,,,,,,
NH,ROCKINGHAM,RE,102723,1996-06-17,70.70999908,"1,1,1-TRICHLOROETHANE,1,1,2,2-TETRACHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2,4-TRIMETHYLBENZENE,1,2-DICHLOROETHANE,1,3,5-TRIMETHYLBENZENE,2-METHYLNAPHTHALENE,ALDRIN,ALPHA-HEXACHLOROCYCLOHEXANE,ANTIMONY,ARSENIC,BENZENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,BUTAN-2-YLBENZENE,BUTYLBENZENE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),DIELDRIN,ETHYLBENZENE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,MOLYBDENUM,NAPHTHALENE,NICKEL,POLYCHLORINATED BIPHENYLS (PCBs),PROPYLBENZENE,TETRACHLOROETHENE,TOLUENE,TOTAL PETROLEUM HYDROCARBONS (TPH),TRICHLOROETHENE",1996,1494573.0,9401.0,4565.0,4836.0,56.0,29.0,27.0,513.0
